tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
4508.00;7_8_2;300.00;15.62;1053.00;0.00;6_2_0;5.10;0.00;tripinfo_1053;3455.00;1053;0;1094.90;1.18;0.00;3387.69;DEFAULT_VEHTYPE;;33;3056.00
4544.00;6_5_0;300.00;12.12;1095.00;0.00;5_6_0;5.10;0.00;tripinfo_1095;3449.00;1095;0;1794.90;0.94;0.00;3311.36;DEFAULT_VEHTYPE;;50;2775.00
4554.00;2_1_2;300.00;14.05;661.00;5.00;2_3_0;5.10;0.00;tripinfo_656;3893.00;656;0;1494.90;1.08;0.00;3792.61;DEFAULT_VEHTYPE;;37;3468.00
4559.00;6_2_0;200.00;3.12;4389.00;0.00;6_2_0;5.10;0.00;tripinfo_4389;170.00;4389;0;194.90;1.16;0.00;157.83;DEFAULT_VEHTYPE;;2;134.00
4601.00;2_3_0;400.00;5.01;1985.00;1.00;6_2_0;5.10;0.00;tripinfo_1984;2616.00;1984;0;594.90;0.93;0.00;2569.72;DEFAULT_VEHTYPE;;47;2022.00
4604.00;2_3_0;400.00;7.86;1957.00;0.00;5_6_0;5.10;0.00;tripinfo_1957;2647.00;1957;0;894.90;1.01;0.00;2583.06;DEFAULT_VEHTYPE;;45;2015.00
4606.00;2_3_0;400.00;9.82;1959.00;0.00;5_6_0;5.10;0.00;tripinfo_1959;2647.00;1959;0;894.90;1.09;0.00;2587.56;DEFAULT_VEHTYPE;;49;2004.00
4630.00;2_1_2;300.00;13.84;4590.00;0.00;6_2_0;5.10;0.00;tripinfo_4590;40.00;4590;0;494.90;1.02;0.00;4.45;DEFAULT_VEHTYPE;;0;0.00
4672.00;7_8_1;300.00;13.64;1101.00;0.00;2_3_0;5.10;0.00;tripinfo_1101;3571.00;1101;0;894.90;1.07;0.00;3510.57;DEFAULT_VEHTYPE;;40;3144.00
4677.00;3_7_0;200.00;5.02;1285.00;2.00;6_2_0;5.10;0.00;tripinfo_1283;3392.00;1283;0;794.90;0.94;0.00;3331.14;DEFAULT_VEHTYPE;;51;2760.00
4684.00;7_6_0;400.00;11.38;1179.00;0.00;2_3_0;5.10;0.00;tripinfo_1179;3505.00;1179;0;994.90;0.90;0.00;3424.80;DEFAULT_VEHTYPE;;50;2892.00
4691.00;2_3_0;400.00;6.12;559.00;347.00;3_7_0;5.10;0.00;tripinfo_212;4132.00;212;0;1194.90;1.05;0.00;4050.01;DEFAULT_VEHTYPE;;72;3289.00
4696.00;7_8_1;300.00;16.47;1111.00;0.00;2_3_0;5.10;0.00;tripinfo_1111;3585.00;1111;0;894.90;1.27;0.00;3533.55;DEFAULT_VEHTYPE;;36;3142.00
4703.00;7_6_0;400.00;15.42;1224.00;0.00;2_3_0;5.10;0.00;tripinfo_1224;3479.00;1224;0;994.90;1.15;0.00;3416.47;DEFAULT_VEHTYPE;;50;2853.00
4705.00;7_6_0;400.00;13.94;856.00;0.00;4_3_0;5.10;0.00;tripinfo_856;3849.00;856;0;894.90;1.07;0.00;3788.38;DEFAULT_VEHTYPE;;48;3381.00
4707.00;3_4_2;300.00;15.69;4407.00;0.00;6_2_0;5.10;0.00;tripinfo_4407;300.00;4407;0;894.90;1.18;0.00;245.47;DEFAULT_VEHTYPE;;4;200.00
4711.00;7_8_1;300.00;14.75;4602.00;4265.00;3_7_0;5.10;0.00;tripinfo_337;109.00;337;0;494.90;1.13;0.00;76.74;DEFAULT_VEHTYPE;;4;54.00
4720.00;7_6_0;400.00;13.07;1325.00;0.00;2_3_0;5.10;0.00;tripinfo_1325;3395.00;1325;0;994.90;1.01;0.00;3323.71;DEFAULT_VEHTYPE;;49;2755.00
4742.00;6_2_0;200.00;11.74;860.00;0.00;4_3_0;5.10;0.00;tripinfo_860;3882.00;860;0;1094.90;0.89;0.00;3792.69;DEFAULT_VEHTYPE;;51;3382.00
4776.00;7_8_1;300.00;13.34;1118.00;0.00;2_3_0;5.10;0.00;tripinfo_1118;3658.00;1118;0;894.90;1.05;0.00;3596.08;DEFAULT_VEHTYPE;;39;3197.00
4779.00;7_6_0;400.00;17.16;624.00;0.00;1_2_0;5.10;0.00;tripinfo_624;4155.00;624;0;1294.90;1.24;0.00;4079.64;DEFAULT_VEHTYPE;;36;3758.00
4779.00;2_3_0;400.00;4.84;2303.00;6.00;6_2_0;5.10;0.00;tripinfo_2297;2476.00;2297;0;594.90;1.00;0.00;2433.14;DEFAULT_VEHTYPE;;38;1973.00
4793.00;2_3_0;400.00;5.38;2375.00;0.00;6_2_0;5.10;0.00;tripinfo_2375;2418.00;2375;0;594.90;0.96;0.00;2373.40;DEFAULT_VEHTYPE;;36;1923.00
4796.00;2_3_0;400.00;8.64;643.00;0.00;4_3_0;5.10;0.00;tripinfo_643;4153.00;643;0;1494.90;0.93;0.00;4036.36;DEFAULT_VEHTYPE;;64;3330.00
4801.00;7_8_0;300.00;13.90;1116.00;0.00;6_2_0;5.10;0.00;tripinfo_1116;3685.00;1116;0;1094.90;1.01;0.00;3606.25;DEFAULT_VEHTYPE;;39;3188.00
4812.00;6_5_0;300.00;11.78;1292.00;0.00;5_6_0;5.10;0.00;tripinfo_1292;3520.00;1292;0;1794.90;0.90;0.00;3376.18;DEFAULT_VEHTYPE;;52;2817.00
4812.00;2_3_2;400.00;11.74;1410.00;0.00;8_7_0;5.10;0.00;tripinfo_1410;3402.00;1410;0;1294.90;0.89;0.00;3295.83;DEFAULT_VEHTYPE;;1;3284.00
4813.00;7_6_0;400.00;11.74;1371.00;0.00;2_3_0;5.10;0.00;tripinfo_1371;3442.00;1371;0;994.90;0.87;0.00;3358.41;DEFAULT_VEHTYPE;;51;2811.00
4814.00;7_8_1;300.00;14.00;1185.00;0.00;2_3_0;5.10;0.00;tripinfo_1185;3629.00;1185;0;894.90;1.07;0.00;3568.40;DEFAULT_VEHTYPE;;40;3125.00
4823.00;3_7_0;200.00;4.65;1426.00;1.00;5_6_0;5.10;0.00;tripinfo_1425;3397.00;1425;0;1094.90;0.85;0.00;3304.46;DEFAULT_VEHTYPE;;60;2709.00
4829.00;6_5_0;300.00;13.50;3141.00;2873.00;3_7_0;5.10;0.00;tripinfo_268;1688.00;268;0;894.90;1.04;0.00;1625.48;DEFAULT_VEHTYPE;;21;1435.00
4830.00;3_4_0;300.00;11.48;4761.00;3324.00;2_3_0;5.10;0.00;tripinfo_1437;69.00;1437;0;694.90;0.87;0.00;11.32;DEFAULT_VEHTYPE;;0;0.00
4837.00;2_3_0;400.00;5.48;2492.00;0.00;6_2_0;5.10;0.00;tripinfo_2492;2345.00;2492;0;594.90;1.04;0.00;2303.73;DEFAULT_VEHTYPE;;41;1825.00
4852.00;6_5_0;300.00;11.17;1498.00;0.00;4_3_0;5.10;0.00;tripinfo_1498;3354.00;1498;0;1194.90;0.89;0.00;3256.67;DEFAULT_VEHTYPE;;29;3012.00
4855.00;7_6_0;400.00;11.95;777.00;0.00;5_6_0;5.10;0.00;tripinfo_777;4078.00;777;0;1494.90;0.94;0.00;3962.78;DEFAULT_VEHTYPE;;36;3592.00
4859.00;2_1_1;300.00;15.96;1411.00;0.00;2_3_0;5.10;0.00;tripinfo_1411;3448.00;1411;0;1494.90;1.24;0.00;3360.22;DEFAULT_VEHTYPE;;56;2759.00
4869.00;2_1_0;300.00;14.54;754.00;0.00;2_3_0;5.10;0.00;tripinfo_754;4115.00;754;0;1494.90;1.06;0.00;4012.36;DEFAULT_VEHTYPE;;37;3663.00
4880.00;2_3_2;400.00;12.07;3435.00;3112.00;3_7_0;5.10;0.00;tripinfo_323;1445.00;323;0;1194.90;0.88;0.00;1346.19;DEFAULT_VEHTYPE;;19;1181.00
4882.00;6_2_0;200.00;12.69;1133.00;0.00;4_3_0;5.10;0.00;tripinfo_1133;3749.00;1133;0;1094.90;0.97;0.00;3668.00;DEFAULT_VEHTYPE;;17;3508.00
4900.00;6_5_0;300.00;10.46;1559.00;0.00;6_2_0;5.10;0.00;tripinfo_1559;3341.00;1559;0;1494.90;0.82;0.00;3210.23;DEFAULT_VEHTYPE;;55;2602.00
4935.00;2_3_0;400.00;6.38;2580.00;2.00;6_2_0;5.10;0.00;tripinfo_2578;2355.00;2578;0;594.90;1.10;0.00;2315.74;DEFAULT_VEHTYPE;;39;1804.00
4956.00;7_6_0;400.00;16.28;728.00;0.00;5_6_0;5.10;0.00;tripinfo_728;4228.00;728;0;1494.90;1.24;0.00;4140.24;DEFAULT_VEHTYPE;;44;3746.00
4973.00;6_2_0;200.00;13.88;665.00;0.00;1_2_0;5.10;0.00;tripinfo_665;4308.00;665;0;1494.90;1.05;0.00;4205.39;DEFAULT_VEHTYPE;;45;3814.00
4977.00;7_8_1;300.00;14.87;3130.00;1026.00;4_3_0;5.10;0.00;tripinfo_2104;1847.00;2104;0;794.90;1.15;0.00;1796.96;DEFAULT_VEHTYPE;;4;1769.00
4986.00;7_6_0;400.00;13.63;1574.00;0.00;5_6_0;5.10;0.00;tripinfo_1574;3412.00;1574;0;1494.90;1.03;0.00;3307.09;DEFAULT_VEHTYPE;;56;2670.00
